"inst_cert_id","instructor_id","certificate_id","certificate_image_url"
87,70,1,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
88,70,4,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching1.jpg
89,70,8,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson1.png
90,71,1,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
91,71,4,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching1.jpg
92,71,8,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson1.png
93,72,3,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson3.jpg
94,72,10,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson3.jpg
95,72,13,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching3.png
96,73,2,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
97,73,5,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching1.jpg
98,73,8,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson1.png
99,74,3,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson3.jpg
100,74,10,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson3.jpg
101,74,13,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching3.png
102,75,1,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
103,75,9,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching1.jpg
104,75,12,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert3.jpg
105,76,1,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
106,76,4,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching1.jpg
107,76,9,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert3.jpg
108,77,1,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
109,77,4,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching1.jpg
110,77,8,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson1.png
111,78,3,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson3.jpg
112,78,6,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching3.png
113,78,10,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson3.jpg
114,79,2,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
115,79,5,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching1.jpg
116,79,8,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson1.png
117,80,1,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
118,80,4,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching1.jpg
119,80,8,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson1.png
120,82,1,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
121,82,4,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching1.jpg
122,82,8,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson1.png
143,113,1,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
144,113,8,https://go-ski.s3.ap-northeast-2.amazonaws.com/certificate/113/255214e1-1897-4dd9-ac32-e2145f5d0b30.png
145,25,3,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert1.png
146,25,6,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert2.jpg
147,25,2,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert3.jpg
148,26,3,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert1.png
149,26,6,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert2.jpg
150,26,2,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert3.jpg
151,119,10,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson3.jpg
152,119,13,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching3.png
153,120,9,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson2.png
154,120,12,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching2.jpg
155,121,9,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson2.png
156,121,12,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching2.jpg
157,122,8,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson1.png
158,122,11,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching1.jpg
159,123,8,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson1.png
160,122,11,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching1.jpg
161,114,3,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson3.jpg
162,114,6,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching3.png
163,115,2,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson2.jpg
164,115,5,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching2.jpg
165,116,2,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson2.jpg
166,116,5,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching2.jpg
167,117,1,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
168,117,4,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching1.jpg
169,118,1,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
170,118,4,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching1.jpg
174,52,13,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching3.png
175,57,6,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching3.jpg
176,63,13,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching3.png
177,69,6,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching3.png
178,72,6,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching3.png
179,74,6,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-teaching3.png
180,78,13,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching3.png
181,48,13,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching3.png
182,52,13,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching3.png
183,42,10,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-lesson3.jpg
184,42,13,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-board-teaching3.png
185,45,1,https://go-ski.s3.ap-northeast-2.amazonaws.com/basic/cert-ski-lesson1.jpg
186,124,3,https://go-ski.s3.ap-northeast-2.amazonaws.com/certificate/124/5636b72e-7a57-44d5-b1ad-25fb56d5ad9e.jpg
195,137,2,https://go-ski.s3.ap-northeast-2.amazonaws.com/certificate/137/ff666825-ee9a-4900-8130-021f15d1ecb0.jpg
