"feedback_media_id","feedback_id","media_url"
197,72,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/8e1424db-6a47-4d0e-b249-444b3b7ff210.jpg
198,72,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/02cac5c5-2ca8-46f1-b4c5-1421d4f6471b.mp4
199,73,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/abbe65f1-e955-4769-8963-fb2941769278.jpg
200,73,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/2cb9942f-c4ec-4d1e-a9ce-be16291dbcf5.jpg
201,73,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/2e786b6a-fb79-4c54-943c-66d250b89120.jpg
202,73,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/f8ebc3a0-8deb-4347-b69d-784e738b0311.jpg
203,73,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/77fe9336-6add-463e-8643-e7279264dada.jpg
204,73,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/6499fbe0-f9de-4970-9bc1-21e4617a54e9.mp4
205,74,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/af84d0e6-e620-4fb9-b9b1-fd865dc9d43c.jpg
206,74,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/761dd05f-1280-4538-a763-6eaa88fdc2b5.jpg
207,74,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/d3b2fe3b-bbbc-4816-a9fe-d870301b11d4.jpg
208,74,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/f44d51fc-4da2-4b19-96e1-dcea6bec5ce7.jpg
209,74,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/82edbfd5-90c5-4f2e-a0b5-e5cf0ecb70e6.jpg
210,74,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/925493e7-bf9a-48ed-b43f-60c753e406d0.mp4
211,75,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/8ff017ea-94cd-4268-8058-10c0dc8163c3.jpg
212,75,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/fbc49103-9513-4a54-8a37-32b7a23e9d21.jpg
213,75,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/8e487197-b031-4715-957d-3880e7772df3.jpg
214,75,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/29d54fbb-5af9-4e04-84c2-863a74d51727.jpg
215,75,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/20f79011-de86-482f-8d96-1264ecea55a4.jpg
216,75,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/dec4282e-4459-4d80-9865-09fa86f9a947.mp4
217,76,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/9cfcf2d4-0d38-45f8-b8df-a6aae8b36fd2.jpg
218,76,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/9372f4e6-2f05-4cfa-b902-9d73b9e1e6df.jpg
219,76,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/16dbb483-8040-49e3-b177-5b9fa4c2e5db.jpg
220,76,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/150013e3-2e32-42f1-9468-e831dd3b928c.jpg
221,76,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/c65cc1c8-f123-4583-a406-bd2300f43ffe.jpg
222,76,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/e98dfec0-5baa-4972-8543-b5093e3008ee.mp4
223,77,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/27475098-f867-4f34-b1d3-746f850a8683.jpg
224,77,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/14028462-2663-44a0-aac5-eca2ae648b8e.jpg
225,77,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/08668418-3684-4459-93bf-7fa1872e0f41.jpg
226,77,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/6272b389-ef79-41d1-b5a0-38d0accf4c45.jpg
227,77,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/b96b3efd-3c4c-4264-abb9-f044dd0868d3.jpg
228,77,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/36537015-76c3-4396-a64b-b7c03f8bfd0e.mp4
229,78,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/81991153-1eee-4e30-bd8a-3ee356488129.jpg
230,78,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/3cbcb339-15ab-42f6-9a9b-dab4e5253328.jpg
231,78,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/8abafd17-9731-4333-bf89-599aaa02eaf8.jpg
232,78,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/657b3585-1fc6-4ed0-bb3d-9dd50e3a7797.jpg
233,78,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/1f970e11-466a-4b5d-94bb-a14afad07351.jpg
234,78,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/618172ed-ee5c-4b84-a1c7-d14263f5bf5c.mp4
235,79,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/75208e19-9c99-4cb9-94a1-cb0bda9393dd.jpg
236,79,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/89fe09fd-aa50-436e-986e-26d870ad6e61.jpg
237,79,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/6eca6b3c-303d-4153-8cae-e3bfb9534da4.jpg
238,79,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/9b0d7376-c88f-4d2d-9a8c-ef6b7a71ba30.jpg
239,79,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/abbaf040-959b-45f2-860a-50643c123a73.jpg
240,79,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/0dde774c-7dfd-4cc6-a3d5-eaa4bc6b4ed1.mp4
241,79,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/6d985935-44c6-479f-91b7-59290202d995.mp4
242,80,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/1b303bf9-aa6b-45e9-b77d-c096400538fd.jpg
243,80,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/75c4b356-8190-42a8-a93b-5ee6a1af3552.jpg
244,80,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/1805143e-3894-4c21-b659-4c796034ec34.jpg
245,80,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/39fc2a38-ae6f-400b-b362-117fdbcc1fb1.jpg
246,80,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/7daf9ca1-5470-4e90-b94f-23aa64cea51a.jpg
247,80,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/7d65b9e5-a992-41e5-81dd-d5f376261a6d.mp4
248,80,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/92f1e28a-9a27-404c-9c0e-4097a0655cc0.mp4
249,81,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/33b5a72a-c7ae-45c8-9926-91a5aca18127.jpg
250,81,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/4c91b87b-ea87-46b7-9572-46007529674d.jpg
251,81,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/6ea0b081-9d1c-41a0-aafa-89e326e57394.jpg
252,81,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/5394a6a3-7907-440a-9cb6-778e4eb7a151.jpg
253,81,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/4abfc776-1e68-4d40-ad29-16a2729c143e.jpg
254,81,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/d95c663a-8018-416e-90b0-4c01590980f2.jpg
255,81,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/f52ed447-b284-4e9f-880f-78f54bdac714.jpg
256,81,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/a8c4fdd9-a164-4373-b24a-71756f3ea347.jpg
257,81,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/9d886155-6cf5-4ffc-ad53-f0de7cac00cf.mp4
258,81,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/358e85dc-3f5c-41d6-9b65-10d31ba80bc6.mp4
